# 15310 - LN 	CL
# 490 	CL
# W7079 	CL
9G2 . 1 . 3 	CL
9H10 - A4 	CL
9L 	CL
9L / lacZ 	CL
9TR # 1 	CL
A 123 	CL
A 124 	CL
a intermediate filament 	CL
A - 10 	CL
A - 1207 	CL
A - 1235 	CL
A - 172 	CL
A - 1847 	CL
A - 2 	CL
A - 204 	CL
A - 427 	CL
A - 431 	CL
A - 498 	CL
A - 498 - Luc 	CL
A - 549 	CL
A - 6 	CL
A - 64CLS 	CL
A - 673 	CL
A - 72 	CL
A - 9 	CL
A - HER2 	CL
A - S - 30D 	CL
A - THP - 1 	CL
A . P . 	CL
A10 - 85 	CL
A10 . 7 	CL
A101D 	CL
A11 . 1 M 	CL
A1165 	CL
A121 	CL
A126 - 1B2 	CL
A14 	CL
A15 	CL
A1589 	CL
A15A5 	CL
A1663 	CL
A1923 	CL
A1993 	CL
A1G3 	CL
A1H4 	CL
A2 	CL
A2 . 1 	CL
A2 . A2 	CL
A20 	CL
A20 / 2J 	CL
A204 . 1 	CL
A2058 	CL
A2106 	CL
A2182 	CL
A2215 	CL
A224 	CL
A2243 	CL
A23 	CL
A238 	CL
A253 	CL
A2780 	CL
A2780 / 100 	CL
A2780 / ACR6 	CL
A2780 / ACRP 	CL
A2780 / ADDP 	CL
A2780 / C200 	CL
A2780 / C30 	CL
A2780 / CBP 	CL
A2780 / CDDP 	CL
A2780 / CP70 	CL
A2780 / DX3 	CL
A2780 / R 	CL
A2780 / S 	CL
A2780ADR 	CL
A2780cis 	CL
A2780cisR 	CL
A29a 	CL
A29b 	CL
A29c 	CL
A2B5 clone 105 	CL
A2C7 	CL
A2E11 	CL
A2H 	CL
A3 	CL
A3 . 01 	CL
A3 . 4H2 	CL
A3 . 6B10 	CL
A3 / Kawakami 	CL
A3026 	CL
A31 - 714 C4 	CL
A31N - ts20 	CL
A32 - 1 	CL
A364 	CL
A375 	CL
A375 - 12R5 - 1 	CL
A375 - 12R5 - 3 	CL
A375 - 12R5 - 5 	CL
A375 - 12R8 - 1 	CL
A375 - 12R8 - 3 	CL
A375 - 16R5 - 2 	CL
A375 - 16R5 - 5 	CL
A375 - 16R6 - 2 	CL
A375 - 16R6 - 3 	CL
A375 - 16R6 - 4 	CL
A375 - C5 	CL
A375 - C6 	CL
A375 - M 	CL
A375 - P 	CL
A375 - R 	CL
A375 - SM 	CL
A375 . S2 	CL
A375PF11 	CL
A38 - 5 	CL
A388 	CL
A4 	CL
A4 - 1025 	CL
A4 - 1077 	CL
A4 - 840 	CL
A4 - 951 	CL
A4 . 74 	CL
A4 / Fukuda 	CL
A431NS 	CL
A4573 	CL
A4xC 	CL
A4xL 	CL
A5 . 12 . 14 	CL
A5 . 4 	CL
A529L 	CL
A547 	CL
A549 - Luc 	CL
A549 / CPT 	CL
A59 	CL
A6 [ Human / mouse hybridoma ] 	CL
A6 [ Xenopus ] 	CL
A6 - 2F3 	CL
A61 - 5 	CL
A640 - 3Y1 - 1 	CL
A640 - IS 	CL
A68177 	CL
A6L 	CL
A7 [ Human melanoma ] 	CL
A7 [ Mouse stellate ] 	CL
A7 [ Rat astrocyte ] 	CL
A7 [ Rat astrocyte transformed ] 	CL
A704 	CL
A716 	CL
A717 	CL
A7573 	CL
A7573 / HL - 23V 	CL
A7d 	CL
A7r5 	CL
A8 	CL
A8 / D1 	CL
A818 	CL
A818 - 1 	CL
A818 - 4 	CL
A818 - 6 	CL
A818 - 7 	CL
A875 	CL
A9 	CL
A9 L hD2 S . C . 18 	CL
A9 ( 0439 ) - 1 	CL
A9 ( 2621 ) - 4 	CL
A9 ( 3552 ) - 2 	CL
A9 ( 3884 ) - 1 	CL
A9 ( 7151 ) - 3 	CL
A9 ( An4 ) - 2 	CL
A9 ( Bsr10 ) 	CL
A9 ( BsrX ) 	CL
A9 ( Hygro13 ) 	CL
A9 ( Hygro14 ) 	CL
A9 ( Hygro21 ) 	CL
A9 ( Hygro22 ) 	CL
A9 ( Neo1 ) 	CL
A9 ( Neo11 ) 	CL
A9 ( Neo12 ) 	CL
A9 ( Neo15 ) 	CL
A9 ( Neo16 ) 	CL
A9 ( Neo17 ) 	CL
A9 ( Neo18 ) 	CL
A9 ( Neo19 ) 	CL
A9 ( Neo2 ) 	CL
A9 ( Neo20 ) 	CL
A9 ( Neo3 ) 	CL
A9 ( Neo4 ) 	CL
A9 ( Neo5 ) 	CL
A9 ( Neo6 ) 	CL
A9 ( Neo7 ) 	CL
A9 ( Neo8 ) 	CL
A9 ( NTI8 ) - 2 	CL
A924 	CL
A964 	CL
A99 	CL
A9HT 	CL
AA 4 . 1 	CL
AA - 2 	CL
AA224 	CL
AA5 	CL
AA8 	CL
AA859 	CL
AAV - 293 	CL
Ab 21 . 1 	CL
Ab 23 . 1 	CL
AB . 9 	CL
AB1 [ Mouse ESC ] 	CL
AB1 [ Mouse mesothelioma ] 	CL
AB1 HA 	CL
AB1 - 2 	CL
AB12 	CL
AB2 . 2 	CL
AB22 	CL
Abana 	CL
ABC - 1 	CL
ABE - 8 . 1 / 2 	CL
ABFTL - 6 	CL
ABL - 2 	CL
aBL5C2 . 870005 	CL
aBL5C2 . 870009 	CL
aBL5C2 . 870016 	CL
Abrams 	CL
ABS - 9 	CL
AC - 1M32 	CL
AC - 1M46 	CL
AC - 1M59 	CL
AC - 1M81 	CL
AC - 1M88 	CL
AC1 	CL
AC1 - 1 	CL
AC1 - 5 	CL
AC1 - 9 	CL
AC133 . 1 	CL
AC2 	CL
AC29 	CL
Ac2F 	CL
Ac2F ( DT ) 	CL
Ac2F ( ST ) 	CL
AC6 . 21 	CL
ACB - 1085 	CL
ACB - 885 	CL
ACC - 2 	CL
ACC - 3 	CL
ACC - LC - 170 	CL
ACC - LC - 171 	CL
ACC - LC - 172 	CL
ACC - LC - 173 	CL
ACC - LC - 174 	CL
ACC - LC - 176 	CL
ACC - LC - 177 	CL
ACC - LC - 178 	CL
ACC - LC - 314 	CL
ACC - LC - 319 	CL
ACC - LC - 321 	CL
ACC - LC - 323 	CL
ACC - LC - 33 	CL
ACC - LC - 35 	CL
ACC - LC - 36 	CL
ACC - LC - 48 	CL
ACC - LC - 49 	CL
ACC - LC - 5 	CL
ACC - LC - 52 	CL
ACC - LC - 60 	CL
ACC - LC - 61 	CL
ACC - LC - 67 	CL
ACC - LC - 71 	CL
ACC - LC - 73 	CL
ACC - LC - 76 	CL
ACC - LC - 80 	CL
ACC - LC - 87 	CL
ACC - LC - 91 	CL
ACC - LC - 93 	CL
ACC - LC - 94 	CL
ACC - LC - 96 	CL
ACC - M 	CL
ACC - MESO - 1 	CL
ACC - MESO - 4 	CL
ACC212102 	CL
ACCNS 	CL
ACCS 	CL
ACCY 	CL
Ace - 1 	CL
ACH - 2 	CL
ACH - 3P 	CL
ACH1P 	CL
ACHN 	CL
ACI - 126 	CL
ACI - 158 	CL
ACI - 181 	CL
ACI - 23 	CL
ACI - 27 	CL
ACI - 45 	CL
ACI - 52 	CL
ACI - 54 	CL
ACI - 61 	CL
ACI - 68 	CL
ACI - 70 	CL
ACI - 8 	CL
ACI - 80 	CL
ACI - 89 	CL
ACI - 98 	CL
ACL - 15 	CL
ACN 	CL
ACP01 	CL
ACT I 	CL
ACT IV 	CL
ACT - 1 [ Human adrenocortical carcinoma ] 	CL
ACT - 1 [ Human thyroid carcinoma ] 	CL
ACT - 14 	CL
AD 	CL
Ad Hot 	CL
AD - 293 	CL
AD10 	CL
Ad12 - 3Y1 - W5 	CL
Ad12 - 3Y1 - Z11 	CL
Ad12 - 3Y1 - Z13 	CL
Ad12 - 3Y1 - Z19 	CL
Ad2 - 3Y1 - 1 	CL
Ad2 - 3Y1 - 2 	CL
Ad2 - 3Y1 - 3 	CL
AD3 	CL
AD387 	CL
AD94LEBV 	CL
ADA - iPS2 	CL
ADA - iPS3 	CL
ADF 	CL
ADL , HG 	CL
ADLC - 5M2 	CL
AE - 1 	CL
AE - 2 	CL
AE1 	CL
AE1201 	CL
AE17 	CL
AE2 	CL
AE3 	CL
AE9D6 	CL
AF - 2 clone 9B5 	CL
AF10 	CL
AF3 - 12 . 1 . 3 	CL
AF4 - 73 . 3 . 1 	CL
AF5 	CL
AF6 - 120 . 1 . 2 	CL
AF6 - 122 . 2 . 5 	CL
AF6 - 78 . 25 . 4 	CL
AF6 - 88 . 5 . 3 	CL
AFLB8 	CL
AFRC 17D1 	CL
AFRC 56D2 	CL
AFRC 58D6 	CL
AFRC 78A3 	CL
AFRC 84B4 	CL
AFRC 84C6 	CL
AFRC 85A2 	CL
AFRC 85B5 	CL
AFRC 85D6 	CL
AFRC MAC 1 	CL
AFRC MAC 10 	CL
AFRC MAC 11 	CL
AFRC MAC 12 	CL
AFRC MAC 127 	CL
AFRC MAC 128 	CL
AFRC MAC 129 	CL
AFRC MAC 13 	CL
AFRC MAC 130 	CL
AFRC MAC 131 	CL
AFRC MAC 132 	CL
AFRC MAC 133 	CL
AFRC MAC 14 	CL
AFRC MAC 15 	CL
AFRC MAC 156 	CL
AFRC MAC 157 	CL
AFRC MAC 158 	CL
AFRC MAC 159 	CL
AFRC MAC 160 	CL
AFRC MAC 17 	CL
AFRC MAC 18 	CL
AFRC MAC 188 	CL
AFRC MAC 19 	CL
AFRC MAC 2 	CL
AFRC MAC 20 	CL
AFRC MAC 22 	CL
AFRC MAC 23 	CL
AFRC MAC 24 	CL
AFRC MAC 25 	CL
AFRC MAC 252 	CL
AFRC MAC 256 	CL
AFRC MAC 257 	CL
AFRC MAC 258 	CL
AFRC MAC 259 	CL
AFRC MAC 26 	CL
AFRC MAC 260 	CL
AFRC MAC 27 	CL
AFRC MAC 28 	CL
AFRC MAC 29 	CL
AFRC MAC 3 	CL
AFRC MAC 31 	CL
AFRC MAC 4 	CL
AFRC MAC 48 	CL
AFRC MAC 49 	CL
AFRC MAC 5 	CL
AFRC MAC 50 	CL
AFRC MAC 51 	CL
AFRC MAC 52 	CL
AFRC MAC 54 	CL
AFRC MAC 57 	CL
AFRC MAC 6 	CL
AFRC MAC 60 	CL
AFRC MAC 61 	CL
AFRC MAC 63 	CL
AFRC MAC 65 	CL
AFRC MAC 7 	CL
AFRC MAC 74 	CL
AFRC MAC 75 	CL
AFRC MAC 76 	CL
AFRC MAC 77 	CL
AFRC MAC 78 	CL
AFRC MAC 79 	CL
AFRC MAC 8 	CL
AFRC MAC 9 	CL
AFT024 	CL
AG - F 	CL
AG01518 	CL
AG01519 	CL
AG01520 	CL
AG01521 	CL
AG01522 	CL
AG01523 	CL
AG01972 	CL
AG02804 	CL
AG03198 	CL
AG03199 	CL
AG03204 	CL
AG03257 	CL
AG03258 	CL
AG03259 	CL
AG03260 	CL
AG03262 	CL
AG03263 	CL
AG03504 	CL
AG03505 	CL
AG03506 	CL
AG03507 	CL
AG03508 	CL
AG03512 	CL
AG03513 	CL
AG04059 	CL
AG04064 	CL
AG04260 	CL
AG04400 	CL
AG04401 	CL
AG04402 	CL
AG04440 	CL
AG04449 	CL
AG04450 	CL
AG04462 	CL
AG04560 	CL
AG05025 	CL
AG05247 	CL
AG05397 	CL
AG06040 	CL
AG06241 	CL
AG06264 	CL
AG06265 	CL
AG06266 	CL
AG06297 	CL
AG06299 	CL
AG06838 	CL
AG06839 	CL
AG06840 	CL
AG06841 	CL
AG06842 	CL
AG06843 	CL
AG06844 	CL
AG06846 	CL
AG06847 	CL
AG06848 	CL
AG06849 	CL
AG06917 	CL
AG07135 	CL
AG07143 	CL
AG07377 	CL
AG07429 	CL
AG07430 	CL
AG07454 	CL
AG07455 	CL
AG07647 	CL
AG07714 	CL
AG08044 	CL
AG08113 	CL
AG08114 	CL
AG08116 	CL
AG08130 	CL
AG08131 	CL
AG08132 	CL
AG08133 	CL
AG08169 	CL
AG08170 	CL
AG08316 	CL
AG08318 	CL
AG08395 	CL
AG08396 	CL
AG08433 	CL
AG08466 	CL
AG08467 	CL
AG08468 	CL
AG08469 	CL
AG08470 	CL
AG08554 	CL
AG08555 	CL
AG08671 	CL
AG08672 	CL
AG08673 	CL
AG08916 	CL
AG09309 	CL
AG09319 	CL
AG09553 	CL
AG09602 	CL
AG09878 	CL
Ag104A 	CL
Ag104A - Ld 	CL
AG10548 	CL
AG10750 	CL
AG10803 	CL
AG11488 	CL
AG11498 	CL
AG11556 	CL
AG11799 	CL
AG12589 	CL
AG12788 	CL
AG12927 	CL
AG13926 	CL
AG20443 	CL
AG20444 	CL
AG20446 	CL
AG20447 	CL
AG21706 	CL
AG21707 	CL
AG21837 	CL
AG21838 	CL
AG21839 	CL
AG22151 	CL
AG22152 	CL
AG22153 	CL
AG22719 	CL
AG22720 	CL
AG876 	CL
AGLCL 	CL
AGM - S3 	CL
AGN2a 	CL
AGS 	CL
AGS - NSC 	CL
AGZY83 - a 	CL
AH100B - TC 	CL
AH107B - TC 	CL
AH108A - TC 	CL
AH108AF - TC 	CL
AH109A - TC 	CL
AH125 	CL
AH13 - TC 	CL
AH13 / 6MP - R - TC 	CL
AH13 / MMC - R - TC 	CL
AH13 / NMO - R - TC 	CL
AH130 	CL
AH130FG - TC 	CL
AH130FN - TC 	CL
AH130FN II - TC 	CL
AH131A - TC 	CL
AH131B - TC 	CL
AH136B - TC 	CL
AH143A - TC 	CL
AH150A - TC 	CL
AH173 - TC 	CL
AH21 - TC 	CL
AH225A - TC 	CL
AH272 - TC 	CL
AH311 - TC 	CL
AH34 - TC 	CL
AH3683 - TC 	CL
AH371A - TC 	CL
AH3924A - TC 	CL
AH414 - TC 	CL
AH44 - TC 	CL
AH601 - TC 	CL
AH602 - TC 	CL
AH60C - TC 	CL
AH61B - TC 	CL
AH62 - TC 	CL
AH63F - TC 	CL
AH66 - TC 	CL
AH66F - TC 	CL
AH70B - TC 	CL
AH7974 - TC 	CL
AH7974F - TC 	CL
AH99 - TC 	CL
AHH - 1 	CL
AHL - 1 	CL
AIG 	CL
Ainv15 	CL
aIR - 1 	CL
aIR - 2 	CL
aIR - 3 	CL
AJ8 	CL
AK - D 	CL
Akata 	CL
Akata 2A8 	CL
Akata 2C1 	CL
Akata 3F2 	CL
Akata EG 	CL
AKI 	CL
AKIBA 	CL
AKR - 2B 	CL
AKR / 11 - D 	CL
AKR / 12B - 1 	CL
AKR / 12B - 2 	CL
AKR / 12B - 3 	CL
AKR / 13B 	CL
AKR / 14C 	CL
AKR / JA . Sp 	CL
AKR1 . G . 1 . OVAR . 1 . 26 	CL
AL 1 - 27 	CL
Al Ke 	CL
AL / N 	CL
ALA 	CL
ALBA 	CL
ALC 	CL
ALF 	CL
Ali - BL 	CL
ALL - PO 	CL
ALL - SIL 	CL
ALMC - 1 	CL
ALMC - 2 	CL
alpha - ACE 3 . 1 . 1 	CL
AlphaT3 - 1 	CL
alphaTC1 	CL
alphaTC1 Clone 6 	CL
alphaTC1 Clone 9 	CL
alphaTN4 - 1 	CL
ALS - iPS1 	CL
ALS - iPS2 	CL
ALT - F 	CL
ALT - G 	CL
ALT - I 	CL
ALVA - 101 	CL
ALVA - 31 	CL
ALVA - 41 	CL
ALVA - 55 	CL
AM 	CL
Am Coo 	CL
Am Ric 	CL
AM - 38 	CL
AM - C6SC8 	CL
AM - iPS - 1 	CL
AM - iPS - 10 	CL
AM - iPS - 11 	CL
AM - iPS - 12 	CL
AM - iPS - 13 	CL
AM - iPS - 15 	CL
AM - iPS - 16 	CL
AM - iPS - 17 	CL
AM - iPS - 18 	CL
AM - iPS - 19 	CL
AM - iPS - 2 	CL
AM - iPS - 20 	CL
AM - iPS - 3 	CL
AM - iPS - 4 	CL
AM - iPS - 5 	CL
AM - iPS - 6 	CL
AM - iPS - 7 	CL
AM - iPS - 8 	CL
AM - iPS - 9 	CL
aM346C7C1 	CL
AM936EP 	CL
AMAI 	CL
AMALA 	CL
AMC - 106 	CL
AMC - 60 - TC 	CL
AMC - hES1 	CL
AMC - hES2 	CL
AMC - HN - 1 	CL
AMC - HN - 2 	CL
AMC - HN - 3 	CL
AMC - HN - 4 	CL
AMC - HN - 5 	CL
AMC - HN - 6 	CL
AMC - HN - 7 	CL
AMC - HN - 8 	CL
AMC - HN - 9 	CL
Amdur II 	CL
AMI005AN 	CL
AMJ2 - C11 	CL
AMJ2 - C8 	CL
AML - 193 	CL
AML12 	CL
AML14 [ Human leukemia ] 	CL
AML14 [ Mouse liver ] 	CL
AML14 . 3D10 	CL
AML14 . 3D10 / CCCKR3 Clone 16 	CL
AMN iPSC - 3 	CL
AMO1 	CL
AMOC - 2 	CL
Ampli - GPE 	CL
AMS 9 . 1 . 1 . 1 	CL
AMS3 	CL
Amsalem 	CL
AMU - AML1 	CL
AMU - ML1 	CL
An Zan 	CL
AN3 - CA 	CL
ANA - 1 	CL
ANBL - 6 	CL
ANBM - 6 	CL
AND - 1 	CL
AND - 2 	CL
AND - 3 	CL
ANDP 	CL
ANGM - CSS 	CL
Angu - BL 	CL
Anip - 973 	CL
Anjou 65 	CL
ANN - 1 	CL
ANO 	CL
Anr13 - 1 	CL
Anr4 	CL
Anr9 - 1 	CL
anti - 130 - kDa Mesothelial - Ciliated Cells 	CL
Anti - My - 10 clone 28/8/8 / 14 / 4 	CL
Anti - SC35 	CL
anti - SR 	CL
anti - SRp20 	CL
Antibody 2 . 06 	CL
AO 	CL
AOK - B50 	CL
AOTO 	CL
AP 	CL
AP - 1060 	CL
AP - 16 	CL
AP - 217 	CL
AP - 3 	CL
AP . 6 	CL
AP106 	CL
AP109 	CL
AP110 	CL
AP115 	CL
AP630 	CL
AP7P 	CL
AP7P ( SVT ) 	CL
APA 	CL
APD 	CL
AQ 	CL
Ar Ke - 2 	CL
AR - 5 	CL
AR - C40 	CL
AR - EcoScreen 	CL
AR230 	CL
AR42J 	CL
AR4IP 	CL
ARA 	CL
ARA - 10 	CL
ARA016 	CL
ARAC25 	CL
Aramis 	CL
ARBO 	CL
ARBO C10 	CL
ARBO C9 	CL
ARCaP 	CL
ARH - 77 	CL
ARIP 	CL
ARK 	CL
ARL - 6 	CL
ARLJ 301 - 3 	CL
ARLJ 301 - 3TR1 	CL
ARM193 	CL
ARM321 	CL
ARMD1 - hiPSC1 	CL
ARMD1 - hiPSC11 	CL
ARMD1 - hiPSC2 	CL
ARMD1 - hiPSC4 	CL
ARMD1 - hiPSC5 	CL
ARMD1 - hiPSC8 	CL
ARMD1 - hiPSC9 	CL
ARNT 	CL
ARO 	CL
ARP - 1 	CL
ARPE - 19 	CL
ARPE - 19 / HPV - 16 	CL
AS 33 	CL
AS - 30D 	CL
AS - D - 653 - TC 	CL
AS - E2 	CL
AS - M 	CL
AS - M . 5 	CL
AS034 	CL
AS034 . 1 	CL
AS034 . 1 . 1 	CL
AS034 . 2 	CL
AS038 	CL
AS079 	CL
AS094 	CL
AS17 	CL
AS283A 	CL
As4 . 1 	CL
Asano 	CL
ASB - 10W 	CL
ASB - 410 	CL
ASB - XIII 	CL
ASB - XIV 	CL
ASBB 	CL
ASF - 4 - 1 	CL
ASF - 4 - 2 	CL
ASF - 4 - 3L 	CL
ASF - 4 - 4L1 	CL
ASF - 4 - 4L2 	CL
ASF - 4 - 4R2 	CL
ASH - 3 	CL
ASHS2 	CL
ASHS3 	CL
ASK 	CL
AsPC - 1 	CL
AsPC - 1 / CMV - Luc 	CL
ASTC - a - 1 	CL
ASZ001 	CL
AT 	CL
AT ( L ) 5KY 	CL
AT ( L ) 6KY 	CL
AT ( L ) 7KY 	CL
AT - 1 	CL
AT - 1 - TC 	CL
AT - 2 - TC 	CL
AT - 2 . 1 	CL
AT - 3 - TC 	CL
AT - 3 . 1 	CL
AT - PDH1TKB 	CL
AT1ABR 	CL
AT1OS 	CL
AT22IJE - T 	CL
AT24 	CL
AT2KY 	CL
AT2KY TERT 	CL
AT3B - 1 	CL
AT3ABR 	CL
AT45LA 	CL
AT4ABR 	CL
AT4JTO 	CL
AT59 	CL
AT5ABR 	CL
AT76LA 	CL
AT805 	CL
ATC1 	CL
ATCC - DYP0250 	CL
ATCC - DYP0530 	CL
ATCC - DYP0730 	CL
ATCC - DYR0100 	CL
ATCC - DYR0530 	CL
ATCC - DYS0530 	CL
ATCC - HYR0103 	CL
ATDC - 5 	CL
ATH8 	CL
Athos 	CL
ATL - 10Y 	CL
ATL - 16T 	CL
ATL - 1K 	CL
ATL - 2 	CL
ATL - 2M 	CL
ATL - 35T 	CL
ATL - 3I 	CL
ATL - 43T 	CL
ATL - 4K 	CL
ATL - 5S 	CL
ATL - 6A 	CL
ATL - 7S 	CL
ATL - 8K 	CL
ATL - 9Y 	CL
ATN - 1 	CL
ATRFLOX 	CL
ATRkd 	CL
Atrt95 	CL
AtT - 20 	CL
AtT - 20 / D16v - F2 	CL
AtT - 20ins ( CGT - 6 ) 	CL
AU - BEK 	CL
AU565 	CL
AUXB1 	CL
AUXE29 	CL
AV3 	CL
Ava - BL 	CL
AVE - 115 	CL
AVE , G 	CL
AVG - 16 	CL
AVL 	CL
AW 10498 	CL
AW 13516 	CL
AW 8507 	CL
AW 9803 	CL
AW - EBV - LCL 	CL
Aw3 . 18 . 14 	CL
AWELLS 	CL
AZ - 521 	CL
AZ - H3c 	CL
AZ - H6c 	CL
AZ303 	CL
AZ364 	CL
AZ382 	CL
AZ390 	CL
AZ402 	CL
AZ403 	CL
AZ418 	CL
AZ419 	CL
AZH 	CL
B 5 	CL
B - 23 	CL
B - 3 	CL
B - 4 	CL
B - 63 	CL
B - CPAP 	CL
B - HMS 	CL
B / C . Sk 	CL
B / C3T3 . We 	CL
B / CMBA . Ov 	CL
B / CWE 	CL
B1 	CL
B1 NIH 	CL
B103 	CL
B104 [ Human lymphoma ] 	CL
B104 [ Rat neuroblastoma ] 	CL
B104 - 1 - 1 	CL
B104 - R3 	CL
B10R 	CL
B10S 	CL
B11 	CL
B11F7 	CL
B12 	CL
B12 - 11 	CL
B12 - 2 	CL
B12 - 3 	CL
B12 - 6 	CL
B12 . F8 	CL
B1203L 	CL
B124 - 1 	CL
B124 - 10 	CL
B124 - 13 	CL
B124 - 2 	CL
B13 - 24 	CL
B13 . 29 	CL
B14 - 150 	CL
B14 . 2 	CL
B14FAF28 - G3 	CL
B157 	CL
B16 	CL
B16 melanoma 4A5 	CL
B16 melanoma / lacZ 	CL
B16 - A 	CL
B16 - B 	CL
B16 - BL6 	CL
B16 - C2M 	CL
B16 - C2W 	CL
B16 - F0 	CL
B16 - F1 	CL
B16 - F10 	CL
B16 - F10 - Nex2 	CL
B1647 	CL
B16F10 / mGM 	CL
B16V 	CL
B16VDXR 	CL
B1A2A 	CL
B1A2A5 	CL
B1B3 	CL
B1B6 	CL
B1D6 	CL
B2 - 1 	CL
B2 - 17 	CL
B2 . Ln 	CL
B2 . Sp 	CL
B2 . Sp / Thy 	CL
B21 - 2 	CL
B239 	CL
B240 	CL
B25 . 2 	CL
B250 	CL
B27M1 	CL
B27M2 	CL
B29 	CL
B3 NIH 	CL
B3 / 25 	CL
B3 / AN 	CL
B301 	CL
B35 	CL
B35M 	CL
B38 . 1 	CL
B39 . 1 	CL
B3D 	CL
B3Z 	CL
B4 	CL
B407 	CL
B422 	CL
B423 	CL
B46M 	CL
B5 NIH 	CL
B50 	CL
B50 . 1 	CL
B50 . 4 	CL
B505 	CL
B6 	CL
B6 - 6 	CL
B6 - White 	CL
B6 . 1 . 1 	CL
B6 . 2 	CL
B6 . 2 . 1 	CL
B6 / BLU 	CL
B6 / FA 	CL
B65 	CL
B69 	CL
B6fc - 1 	CL
B6fc - 2 	CL
B6ft - 1 	CL
B6ft - 2 	CL
B6G - 2 	CL
B6H12 . 2 	CL
B6mt - 1 	CL
B6mt - 2 	CL
B6SUtA 	CL
B6SUtA1 	CL
B6Tert - 1 	CL
B7 	CL
B7 - 24 - E1G4 	CL
B72 . 3 	CL
B78 / TNF 	CL
B78H1 	CL
B8 - 24 - 3 	CL
B8 / 3 	CL
B82 	CL
B84 . 1 	CL
B9 	CL
B9 - 1 - 3 	CL
B9 - 11 	CL
B9 - TY1 	CL
B92 	CL
B95 - 8 	CL
B95a 	CL
Ba Pot 	CL
BA - D5 	CL
BA - F8 	CL
BA - G5 	CL
Ba / F3 	CL
Ba / F3 - hGHR 	CL
Ba / F3 - Mpl 	CL
Ba / F3GR 	CL
Ba / F3IL - 5R 	CL
Ba / F3MR 	CL
BA7 . 3C . 9 	CL
BAC1 	CL
BAC1 . 2F5 	CL
BACA 	CL
BAE - 1 	CL
BAEC 	CL
BAEC - 1 	CL
BaF - B03 	CL
Baf3 / WSX E63x7 sort 	CL
BAG - 12G2 	CL
BAG - 85D10 	CL
BAI , FL 	CL
BAI , JE 	CL
BAI , NJ 	CL
BAL - KH 	CL
BALB SFME 	CL
BALB - MC 	CL
BALB - MC . D3 	CL
BALB - MC . E12 	CL
BALB / 3T12 - 3 	CL
BALB / 3T3 A31 - 1 - 1 	CL
BALB / 3T3 clone A31 	CL
BALB / B 0 . 75BAE A . 1R . 1 HD A . 8 	CL
BALB / B CL . 6 	CL
BALB / c 10CrMCA A . 2R . 1 	CL
BALB / c 10ME HD A . 5R . 1 	CL
Balb / c 3T3 A31 - 1 - 13 	CL
BALB / c AMuLV A . 3R . 1 	CL
BALB / c AMuLV A . 6R . 1 	CL
BALB / c CL . 7 	CL
BALENLM 17 	CL
BALL - 1 	CL
BALL - 2 	CL
BALM - 1 	CL
BALM - 10 	CL
BALM - 11 	CL
BALM - 12 	CL
BALM - 13 	CL
BALM - 14 	CL
BALM - 16 	CL
BALM - 18 	CL
BALM - 19 	CL
BALM - 2 	CL
BALM - 20 	CL
BALM - 21 	CL
BALM - 22 	CL
BALM - 23 	CL
BALM - 25 	CL
BALM - 26 	CL
BALM - 27 	CL
BALM - 3 	CL
BALM - 4 	CL
BALM - 5 	CL
BALM - 6 	CL
BALM - 7 	CL
BALM - 8 	CL
BALM - 9 	CL
BALM - 9K 	CL
BALM - 9KL 	CL
BALM - 9N 	CL
BAM 	CL
BAOEC 	CL
BAT , J 	CL
BAU 	CL
Bay9I 	CL
BB 	CL
BB132 - MEL 	CL
BB30 - HNC 	CL
BB49 - HNC 	CL
BB64 - RCC 	CL
BB65 - RCC 	CL
BB7 . 1 	CL
BB7 . 2 	CL
BB7 . 5 	CL
BB7 . 6 	CL
BB7 . 7 	CL
BB88 	CL
BBF 	CL
BBG1 	CL
BBm 	CL
BBM 	CL
BBM . 1 	CL
BBM . 1 clone E9 	CL
BC 1217 	CL
BC - 1 	CL
BC - 2 	CL
BC - 3 	CL
BC - 3C 	CL
BC - 5 	CL
BC16 . 1 	CL
BC16A 	CL
BC3 	CL
BC3 H1 	CL
BC3A 	CL
BC44 	CL
BC61 	CL
BC9 	CL
BC9 - E5 	CL
BCa - 11 	CL
BCa - 15 	CL
BcaCD885 	CL
Bcap37 	CL
BCBL - 1 	CL
BCC - 1 / KMC 	CL
bcd mab23 	CL
BCE C / D - 1b 	CL
BCfc - 2 	CL
BCft - 1 	CL
BCK 	CL
BCKN - 1 	CL
BCL1 	CL
BCL1 clone 5B1b 	CL
BCL1 clone CW13 . 20 - 3B3 	CL
BCL1 - B20 	CL
BCLC - 9 	CL
BCM - 1 	CL
BCmt - 1 	CL
BCmt - 2 	CL
BCNS1KO 	CL
BCNS1KO hTERT 	CL
BCP - 1 	CL
BCS - 1 	CL
BCS - 6 	CL
BCS - TC2 	CL
BCWM . 1 	CL
BD 	CL
BD - 215 	CL
BD129fc - 1 	CL
BD129fc - 2 	CL
BD129mt - 1 	CL
BD129mt - 2 	CL
BD5 - 2d 	CL
BDCM 	CL
BDfc - 1 	CL
BDft - 1 	CL
BDmt - 1 	CL
BDmt - 2 	CL
BDmto - 1 	CL
BDmto - 2 	CL
BE 	CL
Be Ar 	CL
Be Sal 	CL
Be Tim 	CL
BE - 13 	CL
